ID	Locale	Value	"Scientific Notation"
1639	es_PR	0.6	false
1640	es_PR	-7E-1	true
1641	es_PR	-0.7	false
1642	es_PR	8E10	true
1643	es_PR	80,000,000,000	false
1644	es_PR	-9.3456E-2	true
1645	es_PR	-0.093	false
1646	es_PR	1.023E7	true
1647	es_PR	10,230,000	false
1648	es_PR	1.23123456789099E2	true
1649	es_PR	123.123	false
1650	es_PY	1E3	true
1651	es_PY	1.000	false
1652	es_PY	-2E3	true
1653	es_PY	-2.000	false
1654	es_PY	3,98E2	true
1655	es_PY	398	false
1656	es_PY	4E-2	true
1657	es_PY	0,04	false
1658	es_PY	-5E-1	true
1659	es_PY	-0,5	false
1660	es_PY	6E-1	true
1661	es_PY	0,6	false
1662	es_PY	-7E-1	true
1663	es_PY	-0,7	false
1664	es_PY	8E10	true
1665	es_PY	80.000.000.000	false
1666	es_PY	-9,3456E-2	true
1667	es_PY	-0,093	false
1668	es_PY	1,023E7	true
1669	es_PY	10.230.000	false
1670	es_PY	1,23123456789099E2	true
1671	es_PY	123,123	false
1672	es_SV	1E3	true
1673	es_SV	1,000	false
1674	es_SV	-2E3	true
1675	es_SV	-2,000	false
1676	es_SV	3.98E2	true
1677	es_SV	398	false
1678	es_SV	4E-2	true
1679	es_SV	0.04	false
1680	es_SV	-5E-1	true
1681	es_SV	-0.5	false
1682	es_SV	6E-1	true
1683	es_SV	0.6	false
1684	es_SV	-7E-1	true
1685	es_SV	-0.7	false
1686	es_SV	8E10	true
1687	es_SV	80,000,000,000	false
1688	es_SV	-9.3456E-2	true
1689	es_SV	-0.093	false
1690	es_SV	1.023E7	true
1691	es_SV	10,230,000	false
1692	es_SV	1.23123456789099E2	true
1693	es_SV	123.123	false
1694	es_US	1E3	true
1695	es_US	1,000	false
1696	es_US	-2E3	true
1697	es_US	-2,000	false
1698	es_US	3.98E2	true
1699	es_US	398	false
1700	es_US	4E-2	true
1701	es_US	0.04	false
1702	es_US	-5E-1	true
1703	es_US	-0.5	false
1704	es_US	6E-1	true
1705	es_US	0.6	false
1706	es_US	-7E-1	true
1707	es_US	-0.7	false
1708	es_US	8E10	true
1709	es_US	80,000,000,000	false
1710	es_US	-9.3456E-2	true
1711	es_US	-0.093	false
1712	es_US	1.023E7	true
1713	es_US	10,230,000	false
1714	es_US	1.23123456789099E2	true
1715	es_US	123.123	false
1716	es_UY	1E3	true
1717	es_UY	1.000	false
1718	es_UY	-2E3	true
1719	es_UY	-2.000	false
1720	es_UY	3,98E2	true
1721	es_UY	398	false
1722	es_UY	4E-2	true
1723	es_UY	0,04	false
1724	es_UY	-5E-1	true
1725	es_UY	-0,5	false
1726	es_UY	6E-1	true
1727	es_UY	0,6	false
1728	es_UY	-7E-1	true
1729	es_UY	-0,7	false
1730	es_UY	8E10	true
1731	es_UY	80.000.000.000	false
1732	es_UY	-9,3456E-2	true
1733	es_UY	-0,093	false
1734	es_UY	1,023E7	true
1735	es_UY	10.230.000	false
1736	es_UY	1,23123456789099E2	true
1737	es_UY	123,123	false
1738	es_VE	1E3	true
1739	es_VE	1.000	false
1740	es_VE	-2E3	true
1741	es_VE	-2.000	false
1742	es_VE	3,98E2	true
1743	es_VE	398	false
1744	es_VE	4E-2	true
1745	es_VE	0,04	false
1746	es_VE	-5E-1	true
1747	es_VE	-0,5	false
1748	es_VE	6E-1	true
1749	es_VE	0,6	false
1750	es_VE	-7E-1	true
1751	es_VE	-0,7	false
1752	es_VE	8E10	true
1753	es_VE	80.000.000.000	false
1754	es_VE	-9,3456E-2	true
1755	es_VE	-0,093	false
1756	es_VE	1,023E7	true
1757	es_VE	10.230.000	false
1758	es_VE	1,23123456789099E2	true
1759	es_VE	123,123	false
1760	et_EE	1×10^3	true
1761	et_EE	1 000	false
1762	et_EE	-2×10^3	true
1763	et_EE	-2 000	false
1764	et_EE	3,98×10^2	true
1765	et_EE	398	false
1766	et_EE	4×10^-2	true
1767	et_EE	0,04	false
1768	et_EE	-5×10^-1	true
1769	et_EE	-0,5	false
1770	et_EE	6×10^-1	true
1771	et_EE	0,6	false
1772	et_EE	-7×10^-1	true
1773	et_EE	-0,7	false
1774	et_EE	8×10^10	true
1775	et_EE	80 000 000 000	false
1776	et_EE	-9,3456×10^-2	true
1777	et_EE	-0,093	false
1778	et_EE	1,023×10^7	true
1779	et_EE	10 230 000	false
1780	et_EE	1,23123456789099×10^2	true
1781	et_EE	123,123	false
1782	eu_ES	1E3	true
1783	eu_ES	1.000	false
1784	eu_ES	-2E3	true
1785	eu_ES	-2.000	false
1786	eu_ES	3,98E2	true
1787	eu_ES	398	false
1788	eu_ES	4E-2	true
1789	eu_ES	0,04	false
1790	eu_ES	-5E-1	true
1791	eu_ES	-0,5	false
1792	eu_ES	6E-1	true
1793	eu_ES	0,6	false
1794	eu_ES	-7E-1	true
1795	eu_ES	-0,7	false
1796	eu_ES	8E10	true
1797	eu_ES	80.000.000.000	false
1798	eu_ES	-9,3456E-2	true
1799	eu_ES	-0,093	false
1800	eu_ES	1,023E7	true
1801	eu_ES	10.230.000	false
1802	eu_ES	1,23123456789099E2	true
1803	eu_ES	123,123	false
1804	fa_IR	۱×۱۰^۳	true
1805	fa_IR	۱٬۰۰۰	false
1806	fa_IR	‎−۲×۱۰^۳	true
1807	fa_IR	‎−۲٬۰۰۰	false
1808	fa_IR	۳٫۹۸×۱۰^۲	true
1809	fa_IR	۳۹۸	false
1810	fa_IR	۴×۱۰^‎−۲	true
1811	fa_IR	۰٫۰۴	false
1812	fa_IR	‎−۵×۱۰^‎−۱	true
1813	fa_IR	‎−۰٫۵	false
1814	fa_IR	۶×۱۰^‎−۱	true
1815	fa_IR	۰٫۶	false
1816	fa_IR	‎−۷×۱۰^‎−۱	true
1817	fa_IR	‎−۰٫۷	false
1818	fa_IR	۸×۱۰^۱۰	true
1819	fa_IR	۸۰٬۰۰۰٬۰۰۰٬۰۰۰	false
1820	fa_IR	‎−۹٫۳۴۵۶×۱۰^‎−۲	true
1821	fa_IR	‎−۰٫۰۹۳	false
1822	fa_IR	۱٫۰۲۳×۱۰^۷	true
1823	fa_IR	۱۰٬۲۳۰٬۰۰۰	false
1824	fa_IR	۱٫۲۳۱۲۳۴۵۶۷۸۹۰۹۹×۱۰^۲	true
1825	fa_IR	۱۲۳٫۱۲۳	false
1826	fi_FI	1E3	true
1827	fi_FI	1 000	false
1828	fi_FI	−2E3	true
1829	fi_FI	−2 000	false
1830	fi_FI	3,98E2	true
1831	fi_FI	398	false
1832	fi_FI	4E−2	true
1833	fi_FI	0,04	false
1834	fi_FI	−5E−1	true
1835	fi_FI	−0,5	false
1836	fi_FI	6E−1	true
1837	fi_FI	0,6	false
1838	fi_FI	−7E−1	true
1839	fi_FI	−0,7	false
1840	fi_FI	8E10	true
1841	fi_FI	80 000 000 000	false
1842	fi_FI	−9,3456E−2	true
1843	fi_FI	−0,093	false
1844	fi_FI	1,023E7	true
1845	fi_FI	10 230 000	false
1846	fi_FI	1,23123456789099E2	true
1847	fi_FI	123,123	false
1848	fil_PH	1E3	true
1849	fil_PH	1,000	false
1850	fil_PH	-2E3	true
1851	fil_PH	-2,000	false
1852	fil_PH	3.98E2	true
1853	fil_PH	398	false
1854	fil_PH	4E-2	true
1855	fil_PH	0.04	false
1856	fil_PH	-5E-1	true
1857	fil_PH	-0.5	false
1858	fil_PH	6E-1	true
1859	fil_PH	0.6	false
1860	fil_PH	-7E-1	true
1861	fil_PH	-0.7	false
1862	fil_PH	8E10	true
1863	fil_PH	80,000,000,000	false
1864	fil_PH	-9.3456E-2	true
1865	fil_PH	-0.093	false
1866	fil_PH	1.023E7	true
1867	fil_PH	10,230,000	false
1868	fil_PH	1.23123456789099E2	true
1869	fil_PH	123.123	false
1870	fo_FO	1E3	true
1871	fo_FO	1.000	false
1872	fo_FO	-2E3	true
1873	fo_FO	-2.000	false
1874	fo_FO	3,98E2	true
1875	fo_FO	398	false
1876	fo_FO	4E-2	true
1877	fo_FO	0,04	false
1878	fo_FO	-5E-1	true
1879	fo_FO	-0,5	false
1880	fo_FO	6E-1	true
1881	fo_FO	0,6	false
1882	fo_FO	-7E-1	true
1883	fo_FO	-0,7	false
1884	fo_FO	8E10	true
1885	fo_FO	80.000.000.000	false
1886	fo_FO	-9,3456E-2	true
1887	fo_FO	-0,093	false
1888	fo_FO	1,023E7	true
1889	fo_FO	10.230.000	false
1890	fo_FO	1,23123456789099E2	true
1891	fo_FO	123,123	false
1892	fr_BE	1E3	true
1893	fr_BE	1.000	false
1894	fr_BE	-2E3	true
1895	fr_BE	-2.000	false
1896	fr_BE	3,98E2	true
1897	fr_BE	398	false
1898	fr_BE	4E-2	true
1899	fr_BE	0,04	false
1900	fr_BE	-5E-1	true
1901	fr_BE	-0,5	false
1902	fr_BE	6E-1	true
1903	fr_BE	0,6	false
1904	fr_BE	-7E-1	true
1905	fr_BE	-0,7	false
1906	fr_BE	8E10	true
1907	fr_BE	80.000.000.000	false
1908	fr_BE	-9,3456E-2	true
1909	fr_BE	-0,093	false
1910	fr_BE	1,023E7	true
1911	fr_BE	10.230.000	false
1912	fr_BE	1,23123456789099E2	true
1913	fr_BE	123,123	false
1914	fr_CA	1E3	true
1915	fr_CA	1 000	false
1916	fr_CA	-2E3	true
1917	fr_CA	-2 000	false
1918	fr_CA	3,98E2	true
1919	fr_CA	398	false
1920	fr_CA	4E-2	true
1921	fr_CA	0,04	false
1922	fr_CA	-5E-1	true
1923	fr_CA	-0,5	false
1924	fr_CA	6E-1	true
1925	fr_CA	0,6	false
1926	fr_CA	-7E-1	true
1927	fr_CA	-0,7	false
1928	fr_CA	8E10	true
1929	fr_CA	80 000 000 000	false
1930	fr_CA	-9,3456E-2	true
1931	fr_CA	-0,093	false
1932	fr_CA	1,023E7	true
1933	fr_CA	10 230 000	false
1934	fr_CA	1,23123456789099E2	true
1935	fr_CA	123,123	false
1936	fr_CH	1E3	true
1937	fr_CH	1'000	false
1938	fr_CH	-2E3	true
1939	fr_CH	-2'000	false
1940	fr_CH	3.98E2	true
1941	fr_CH	398	false
1942	fr_CH	4E-2	true
1943	fr_CH	0.04	false
1944	fr_CH	-5E-1	true
1945	fr_CH	-0.5	false
1946	fr_CH	6E-1	true
1947	fr_CH	0.6	false
1948	fr_CH	-7E-1	true
1949	fr_CH	-0.7	false
1950	fr_CH	8E10	true
1951	fr_CH	80'000'000'000	false
1952	fr_CH	-9.3456E-2	true
1953	fr_CH	-0.093	false
1954	fr_CH	1.023E7	true
1955	fr_CH	10'230'000	false
1956	fr_CH	1.23123456789099E2	true
1957	fr_CH	123.123	false
1958	fr_FR	1E3	true
1959	fr_FR	1 000	false
1960	fr_FR	-2E3	true
1961	fr_FR	-2 000	false
1962	fr_FR	3,98E2	true
1963	fr_FR	398	false
1964	fr_FR	4E-2	true
1965	fr_FR	0,04	false
1966	fr_FR	-5E-1	true
1967	fr_FR	-0,5	false
1968	fr_FR	6E-1	true
1969	fr_FR	0,6	false
1970	fr_FR	-7E-1	true
1971	fr_FR	-0,7	false
1972	fr_FR	8E10	true
1973	fr_FR	80 000 000 000	false
1974	fr_FR	-9,3456E-2	true
1975	fr_FR	-0,093	false
1976	fr_FR	1,023E7	true
1977	fr_FR	10 230 000	false
1978	fr_FR	1,23123456789099E2	true
1979	fr_FR	123,123	false
1980	fr_LU	1E3	true
1981	fr_LU	1.000	false
1982	fr_LU	-2E3	true
1983	fr_LU	-2.000	false
1984	fr_LU	3,98E2	true
1985	fr_LU	398	false
1986	fr_LU	4E-2	true
1987	fr_LU	0,04	false
1988	fr_LU	-5E-1	true
1989	fr_LU	-0,5	false
1990	fr_LU	6E-1	true
1991	fr_LU	0,6	false
1992	fr_LU	-7E-1	true
1993	fr_LU	-0,7	false
1994	fr_LU	8E10	true
1995	fr_LU	80.000.000.000	false
1996	fr_LU	-9,3456E-2	true
1997	fr_LU	-0,093	false
1998	fr_LU	1,023E7	true
1999	fr_LU	10.230.000	false
2000	fr_LU	1,23123456789099E2	true
2001	fr_LU	123,123	false
2002	fr_MC	1E3	true
2003	fr_MC	1 000	false
2004	fr_MC	-2E3	true
2005	fr_MC	-2 000	false
2006	fr_MC	3,98E2	true
2007	fr_MC	398	false
2008	fr_MC	4E-2	true
2009	fr_MC	0,04	false
2010	fr_MC	-5E-1	true
2011	fr_MC	-0,5	false
2012	fr_MC	6E-1	true
2013	fr_MC	0,6	false
2014	fr_MC	-7E-1	true
2015	fr_MC	-0,7	false
2016	fr_MC	8E10	true
2017	fr_MC	80 000 000 000	false
2018	fr_MC	-9,3456E-2	true
2019	fr_MC	-0,093	false
2020	fr_MC	1,023E7	true
2021	fr_MC	10 230 000	false
2022	fr_MC	1,23123456789099E2	true
2023	fr_MC	123,123	false
2024	fy_NL	1E3	true
2025	fy_NL	1,000	false
2026	fy_NL	-2E3	true
2027	fy_NL	-2,000	false
2028	fy_NL	3.98E2	true
2029	fy_NL	398	false
2030	fy_NL	4E-2	true
2031	fy_NL	0.04	false
2032	fy_NL	-5E-1	true
2033	fy_NL	-0.5	false
2034	fy_NL	6E-1	true
2035	fy_NL	0.6	false
2036	fy_NL	-7E-1	true
2037	fy_NL	-0.7	false
2038	fy_NL	8E10	true
2039	fy_NL	80,000,000,000	false
2040	fy_NL	-9.3456E-2	true
2041	fy_NL	-0.093	false
2042	fy_NL	1.023E7	true
2043	fy_NL	10,230,000	false
2044	fy_NL	1.23123456789099E2	true
2045	fy_NL	123.123	false
2046	ga_IE	1E3	true
2047	ga_IE	1,000	false
2048	ga_IE	-2E3	true
2049	ga_IE	-2,000	false
2050	ga_IE	3.98E2	true
2051	ga_IE	398	false
2052	ga_IE	4E-2	true
2053	ga_IE	0.04	false
2054	ga_IE	-5E-1	true
2055	ga_IE	-0.5	false
2056	ga_IE	6E-1	true
2057	ga_IE	0.6	false
2058	ga_IE	-7E-1	true
2059	ga_IE	-0.7	false
2060	ga_IE	8E10	true
2061	ga_IE	80,000,000,000	false
2062	ga_IE	-9.3456E-2	true
2063	ga_IE	-0.093	false
2064	ga_IE	1.023E7	true
2065	ga_IE	10,230,000	false
2066	ga_IE	1.23123456789099E2	true
2067	ga_IE	123.123	false
2068	gd_GB	1E3	true
2069	gd_GB	1,000	false
2070	gd_GB	-2E3	true
2071	gd_GB	-2,000	false
2072	gd_GB	3.98E2	true
2073	gd_GB	398	false
2074	gd_GB	4E-2	true
2075	gd_GB	0.04	false
2076	gd_GB	-5E-1	true
2077	gd_GB	-0.5	false
2078	gd_GB	6E-1	true
2079	gd_GB	0.6	false
2080	gd_GB	-7E-1	true
2081	gd_GB	-0.7	false
2082	gd_GB	8E10	true
2083	gd_GB	80,000,000,000	false
2084	gd_GB	-9.3456E-2	true
2085	gd_GB	-0.093	false
2086	gd_GB	1.023E7	true
2087	gd_GB	10,230,000	false
2088	gd_GB	1.23123456789099E2	true
2089	gd_GB	123.123	false
2090	gl_ES	1E3	true
2091	gl_ES	1.000	false
2092	gl_ES	-2E3	true
2093	gl_ES	-2.000	false
2094	gl_ES	3,98E2	true
2095	gl_ES	398	false
2096	gl_ES	4E-2	true
2097	gl_ES	0,04	false
2098	gl_ES	-5E-1	true
2099	gl_ES	-0,5	false
2100	gl_ES	6E-1	true
2101	gl_ES	0,6	false
2102	gl_ES	-7E-1	true
2103	gl_ES	-0,7	false
2104	gl_ES	8E10	true
2105	gl_ES	80.000.000.000	false
2106	gl_ES	-9,3456E-2	true
2107	gl_ES	-0,093	false
2108	gl_ES	1,023E7	true
2109	gl_ES	10.230.000	false
2110	gl_ES	1,23123456789099E2	true
2111	gl_ES	123,123	false
2112	gsw_FR	1E3	true
2113	gsw_FR	1’000	false
2114	gsw_FR	−2E3	true
2115	gsw_FR	−2’000	false
2116	gsw_FR	3.98E2	true
2117	gsw_FR	398	false
2118	gsw_FR	4E−2	true
2119	gsw_FR	0.04	false
2120	gsw_FR	−5E−1	true
2121	gsw_FR	−0.5	false
2122	gsw_FR	6E−1	true
2123	gsw_FR	0.6	false
2124	gsw_FR	−7E−1	true
2125	gsw_FR	−0.7	false
2126	gsw_FR	8E10	true
2127	gsw_FR	80’000’000’000	false
2128	gsw_FR	−9.3456E−2	true
2129	gsw_FR	−0.093	false
2130	gsw_FR	1.023E7	true
2131	gsw_FR	10’230’000	false
2132	gsw_FR	1.23123456789099E2	true
2133	gsw_FR	123.123	false
2134	gu_IN	1E3	true
2135	gu_IN	1,000	false
2136	gu_IN	-2E3	true
2137	gu_IN	-2,000	false
2138	gu_IN	3.98E2	true
2139	gu_IN	398	false
2140	gu_IN	4E-2	true
2141	gu_IN	0.04	false
2142	gu_IN	-5E-1	true
2143	gu_IN	-0.5	false
2144	gu_IN	6E-1	true
2145	gu_IN	0.6	false
2146	gu_IN	-7E-1	true
2147	gu_IN	-0.7	false
2148	gu_IN	8E10	true
2149	gu_IN	80,00,00,00,000	false
2150	gu_IN	-9.3456E-2	true
2151	gu_IN	-0.093	false
2152	gu_IN	1.023E7	true
2153	gu_IN	1,02,30,000	false
2154	gu_IN	1.23123456789099E2	true
2155	gu_IN	123.123	false
2156	ha_Latn_NG	1E3	true
2157	ha_Latn_NG	1,000	false
2158	ha_Latn_NG	-2E3	true
2159	ha_Latn_NG	-2,000	false
2160	ha_Latn_NG	3.98E2	true
2161	ha_Latn_NG	398	false
2162	ha_Latn_NG	4E-2	true
2163	ha_Latn_NG	0.04	false
2164	ha_Latn_NG	-5E-1	true
2165	ha_Latn_NG	-0.5	false
2166	ha_Latn_NG	6E-1	true
2167	ha_Latn_NG	0.6	false
2168	ha_Latn_NG	-7E-1	true
2169	ha_Latn_NG	-0.7	false
2170	ha_Latn_NG	8E10	true
2171	ha_Latn_NG	80,000,000,000	false
2172	ha_Latn_NG	-9.3456E-2	true
2173	ha_Latn_NG	-0.093	false
2174	ha_Latn_NG	1.023E7	true
2175	ha_Latn_NG	10,230,000	false
2176	ha_Latn_NG	1.23123456789099E2	true
2177	ha_Latn_NG	123.123	false
2178	he_IL	1E3	true
2179	he_IL	1,000	false
2180	he_IL	‎-2E3	true
2181	he_IL	‎-2,000	false
2182	he_IL	3.98E2	true
2183	he_IL	398	false
2184	he_IL	4E‎-2	true
2185	he_IL	0.04	false
2186	he_IL	‎-5E‎-1	true
2187	he_IL	‎-0.5	false
2188	he_IL	6E‎-1	true
2189	he_IL	0.6	false
2190	he_IL	‎-7E‎-1	true
2191	he_IL	‎-0.7	false
2192	he_IL	8E10	true
2193	he_IL	80,000,000,000	false
2194	he_IL	‎-9.3456E‎-2	true
2195	he_IL	‎-0.093	false
2196	he_IL	1.023E7	true
2197	he_IL	10,230,000	false
2198	he_IL	1.23123456789099E2	true
2199	he_IL	123.123	false
2200	hi_IN	1E3	true
2201	hi_IN	1,000	false
2202	hi_IN	-2E3	true
2203	hi_IN	-2,000	false
2204	hi_IN	3.98E2	true
2205	hi_IN	398	false
2206	hi_IN	4E-2	true
2207	hi_IN	0.04	false
2208	hi_IN	-5E-1	true
2209	hi_IN	-0.5	false
2210	hi_IN	6E-1	true
2211	hi_IN	0.6	false
2212	hi_IN	-7E-1	true
2213	hi_IN	-0.7	false
2214	hi_IN	8E10	true
2215	hi_IN	80,00,00,00,000	false
2216	hi_IN	-9.3456E-2	true
2217	hi_IN	-0.093	false
2218	hi_IN	1.023E7	true
2219	hi_IN	1,02,30,000	false
2220	hi_IN	1.23123456789099E2	true
2221	hi_IN	123.123	false
2222	hr_BA	1E3	true
2223	hr_BA	1.000	false
2224	hr_BA	-2E3	true
2225	hr_BA	-2.000	false
2226	hr_BA	3,98E2	true
2227	hr_BA	398	false
2228	hr_BA	4E-2	true
2229	hr_BA	0,04	false
2230	hr_BA	-5E-1	true
2231	hr_BA	-0,5	false
2232	hr_BA	6E-1	true
2233	hr_BA	0,6	false
2234	hr_BA	-7E-1	true
2235	hr_BA	-0,7	false
2236	hr_BA	8E10	true
2237	hr_BA	80.000.000.000	false
2238	hr_BA	-9,3456E-2	true
2239	hr_BA	-0,093	false
2240	hr_BA	1,023E7	true
2241	hr_BA	10.230.000	false
2242	hr_BA	1,23123456789099E2	true
2243	hr_BA	123,123	false
2244	hr_HR	1E3	true
2245	hr_HR	1.000	false
2246	hr_HR	-2E3	true
2247	hr_HR	-2.000	false
2248	hr_HR	3,98E2	true
2249	hr_HR	398	false
2250	hr_HR	4E-2	true
2251	hr_HR	0,04	false
2252	hr_HR	-5E-1	true
2253	hr_HR	-0,5	false
2254	hr_HR	6E-1	true
2255	hr_HR	0,6	false
2256	hr_HR	-7E-1	true
2257	hr_HR	-0,7	false
2258	hr_HR	8E10	true
2259	hr_HR	80.000.000.000	false
2260	hr_HR	-9,3456E-2	true
2261	hr_HR	-0,093	false
2262	hr_HR	1,023E7	true
2263	hr_HR	10.230.000	false
2264	hr_HR	1,23123456789099E2	true
2265	hr_HR	123,123	false
2266	hsb_DE	1E3	true
2267	hsb_DE	1,000	false
2268	hsb_DE	-2E3	true
2269	hsb_DE	-2,000	false
2270	hsb_DE	3.98E2	true
2271	hsb_DE	398	false
2272	hsb_DE	4E-2	true
2273	hsb_DE	0.04	false
2274	hsb_DE	-5E-1	true
2275	hsb_DE	-0.5	false
2276	hsb_DE	6E-1	true
2277	hsb_DE	0.6	false
2278	hsb_DE	-7E-1	true
2279	hsb_DE	-0.7	false
2280	hsb_DE	8E10	true
2281	hsb_DE	80,000,000,000	false
2282	hsb_DE	-9.3456E-2	true
2283	hsb_DE	-0.093	false
2284	hsb_DE	1.023E7	true
2285	hsb_DE	10,230,000	false
2286	hsb_DE	1.23123456789099E2	true
2287	hsb_DE	123.123	false
2288	hu_HU	1E3	true
2289	hu_HU	1 000	false
2290	hu_HU	-2E3	true
2291	hu_HU	-2 000	false
2292	hu_HU	3,98E2	true
2293	hu_HU	398	false
2294	hu_HU	4E-2	true
2295	hu_HU	0,04	false
2296	hu_HU	-5E-1	true
2297	hu_HU	-0,5	false
2298	hu_HU	6E-1	true
2299	hu_HU	0,6	false
2300	hu_HU	-7E-1	true
2301	hu_HU	-0,7	false
2302	hu_HU	8E10	true
2303	hu_HU	80 000 000 000	false
2304	hu_HU	-9,3456E-2	true
2305	hu_HU	-0,093	false
2306	hu_HU	1,023E7	true
2307	hu_HU	10 230 000	false
2308	hu_HU	1,23123456789099E2	true
2309	hu_HU	123,123	false
2310	hy_AM	1E3	true
2311	hy_AM	1000	false
2312	hy_AM	-2E3	true
2313	hy_AM	-2000	false
2314	hy_AM	3,98E2	true
2315	hy_AM	398	false
2316	hy_AM	4E-2	true
2317	hy_AM	0,04	false
2318	hy_AM	-5E-1	true
2319	hy_AM	-0,5	false
2320	hy_AM	6E-1	true
2321	hy_AM	0,6	false
2322	hy_AM	-7E-1	true
2323	hy_AM	-0,7	false
2324	hy_AM	8E10	true
2325	hy_AM	80000000000	false
2326	hy_AM	-9,3456E-2	true
2327	hy_AM	-0,093	false
2328	hy_AM	1,023E7	true
2329	hy_AM	10230000	false
2330	hy_AM	1,23123456789099E2	true
2331	hy_AM	123,123	false
2332	id_ID	1E3	true
2333	id_ID	1.000	false
2334	id_ID	-2E3	true
2335	id_ID	-2.000	false
2336	id_ID	3,98E2	true
2337	id_ID	398	false
2338	id_ID	4E-2	true
2339	id_ID	0,04	false
2340	id_ID	-5E-1	true
2341	id_ID	-0,5	false
2342	id_ID	6E-1	true
2343	id_ID	0,6	false
2344	id_ID	-7E-1	true
2345	id_ID	-0,7	false
2346	id_ID	8E10	true
2347	id_ID	80.000.000.000	false
2348	id_ID	-9,3456E-2	true
2349	id_ID	-0,093	false
2350	id_ID	1,023E7	true
2351	id_ID	10.230.000	false
2352	id_ID	1,23123456789099E2	true
2353	id_ID	123,123	false
2354	ig_NG	1E3	true
2355	ig_NG	1,000	false
2356	ig_NG	-2E3	true
2357	ig_NG	-2,000	false
2358	ig_NG	3.98E2	true
2359	ig_NG	398	false
2360	ig_NG	4E-2	true
2361	ig_NG	0.04	false
2362	ig_NG	-5E-1	true
2363	ig_NG	-0.5	false
2364	ig_NG	6E-1	true
2365	ig_NG	0.6	false
2366	ig_NG	-7E-1	true
2367	ig_NG	-0.7	false
2368	ig_NG	8E10	true
2369	ig_NG	80,000,000,000	false
2370	ig_NG	-9.3456E-2	true
2371	ig_NG	-0.093	false
2372	ig_NG	1.023E7	true
2373	ig_NG	10,230,000	false
2374	ig_NG	1.23123456789099E2	true
2375	ig_NG	123.123	false
2376	ii_CN	1E3	true
2377	ii_CN	1,000	false
2378	ii_CN	-2E3	true
2379	ii_CN	-2,000	false
2380	ii_CN	3.98E2	true
2381	ii_CN	398	false
2382	ii_CN	4E-2	true
2383	ii_CN	0.04	false
2384	ii_CN	-5E-1	true
2385	ii_CN	-0.5	false
2386	ii_CN	6E-1	true
2387	ii_CN	0.6	false
2388	ii_CN	-7E-1	true
2389	ii_CN	-0.7	false
2390	ii_CN	8E10	true
2391	ii_CN	80,000,000,000	false
2392	ii_CN	-9.3456E-2	true
2393	ii_CN	-0.093	false
2394	ii_CN	1.023E7	true
2395	ii_CN	10,230,000	false
2396	ii_CN	1.23123456789099E2	true
2397	ii_CN	123.123	false
2398	is_IS	1E3	true
2399	is_IS	1.000	false
2400	is_IS	-2E3	true
2401	is_IS	-2.000	false
2402	is_IS	3,98E2	true
2403	is_IS	398	false
2404	is_IS	4E-2	true
2405	is_IS	0,04	false
2406	is_IS	-5E-1	true
2407	is_IS	-0,5	false
2408	is_IS	6E-1	true
2409	is_IS	0,6	false
2410	is_IS	-7E-1	true
2411	is_IS	-0,7	false
2412	is_IS	8E10	true
2413	is_IS	80.000.000.000	false
2414	is_IS	-9,3456E-2	true
2415	is_IS	-0,093	false
2416	is_IS	1,023E7	true
2417	is_IS	10.230.000	false
2418	is_IS	1,23123456789099E2	true
2419	is_IS	123,123	false
2420	it_CH	1E3	true
2421	it_CH	1'000	false
2422	it_CH	-2E3	true
2423	it_CH	-2'000	false
2424	it_CH	3.98E2	true
2425	it_CH	398	false
2426	it_CH	4E-2	true
2427	it_CH	0.04	false
2428	it_CH	-5E-1	true
2429	it_CH	-0.5	false
2430	it_CH	6E-1	true
2431	it_CH	0.6	false
2432	it_CH	-7E-1	true
2433	it_CH	-0.7	false
2434	it_CH	8E10	true
2435	it_CH	80'000'000'000	false
2436	it_CH	-9.3456E-2	true
2437	it_CH	-0.093	false
2438	it_CH	1.023E7	true
2439	it_CH	10'230'000	false
2440	it_CH	1.23123456789099E2	true
2441	it_CH	123.123	false
2442	it_IT	1E3	true
2443	it_IT	1.000	false
2444	it_IT	-2E3	true
2445	it_IT	-2.000	false
2446	it_IT	3,98E2	true
2447	it_IT	398	false
2448	it_IT	4E-2	true
2449	it_IT	0,04	false
2450	it_IT	-5E-1	true
2451	it_IT	-0,5	false
2452	it_IT	6E-1	true
2453	it_IT	0,6	false
2454	it_IT	-7E-1	true
2455	it_IT	-0,7	false
2456	it_IT	8E10	true
2457	it_IT	80.000.000.000	false
2458	it_IT	-9,3456E-2	true
2459	it_IT	-0,093	false
2460	it_IT	1,023E7	true
2461	it_IT	10.230.000	false
2462	it_IT	1,23123456789099E2	true
2463	it_IT	123,123	false
2464	iu_Cans_CA	1E3	true
2465	iu_Cans_CA	1,000	false
2466	iu_Cans_CA	-2E3	true
2467	iu_Cans_CA	-2,000	false
2468	iu_Cans_CA	3.98E2	true
2469	iu_Cans_CA	398	false
2470	iu_Cans_CA	4E-2	true
2471	iu_Cans_CA	0.04	false
2472	iu_Cans_CA	-5E-1	true
2473	iu_Cans_CA	-0.5	false
2474	iu_Cans_CA	6E-1	true
2475	iu_Cans_CA	0.6	false
2476	iu_Cans_CA	-7E-1	true
2477	iu_Cans_CA	-0.7	false
2478	iu_Cans_CA	8E10	true
2479	iu_Cans_CA	80,000,000,000	false
