ID	Locale	"Fraction digits check"	"Currency symbol check"	Currency	"Uncurrency filter result"	Filtered
14250	es_MX	N	N	-1,234.6	-1234.6	Y
14251	es_MX	N	Y	-1,234.6	-1,234.6	N
14252	es_MX	Y	Y	-$1,234.610	-$1,234.610	N
14253	es_MX	Y	N	-$1,234.610	-$1,234.610	N
14254	es_MX	N	N	-$1,234.610	-1234.61	Y
14255	es_MX	N	Y	-$1,234.610	-1234.61	Y
14256	es_MX	Y	Y	-1,234.610	-1,234.610	N
14257	es_MX	Y	N	-1,234.610	-1,234.610	N
14258	es_MX	N	N	-1,234.610	-1234.61	Y
14259	es_MX	N	Y	-1,234.610	-1,234.610	N
14260	es_MX	Y	Y	-$1,234.61	-1234.61	Y
14261	es_MX	Y	Y	-$1234.61	-1234.61	Y
14262	es_MX	Y	Y	-MXN1,234.61	-1234.61	Y
14263	es_MX	Y	Y	-MXN1234.61	-1234.61	Y
14264	es_MX	Y	Y	-MXN1234.61S	-MXN1234.61S	N
14265	es_MX	Y	Y	-1,234.61	-1,234.61	N
14266	es_MX	Y	N	-1,234.61	-1234.61	Y
14267	es_MX	Y	Y	-$1.23461E3	-$1.23461E3	N
14268	es_MX	Y	N	-$1.23461E3	-$1.23461E3	N
14269	es_MX	Y	Y	-$12,345,678.9	-$12,345,678.9	N
14270	es_MX	Y	N	-$12,345,678.9	-$12,345,678.9	N
14271	es_MX	N	N	-$12,345,678.9	-12345678.9	Y
14272	es_MX	N	Y	-$12,345,678.9	-12345678.9	Y
14273	es_MX	Y	Y	-12,345,678.9	-12,345,678.9	N
14274	es_MX	Y	N	-12,345,678.9	-12,345,678.9	N
14275	es_MX	N	N	-12,345,678.9	-12345678.9	Y
14276	es_MX	N	Y	-12,345,678.9	-12,345,678.9	N
14277	es_MX	Y	Y	-$12,345,678.900	-$12,345,678.900	N
14278	es_MX	Y	N	-$12,345,678.900	-$12,345,678.900	N
14279	es_MX	N	N	-$12,345,678.900	-12345678.9	Y
14280	es_MX	N	Y	-$12,345,678.900	-12345678.9	Y
14281	es_MX	Y	Y	-12,345,678.900	-12,345,678.900	N
14282	es_MX	Y	N	-12,345,678.900	-12,345,678.900	N
14283	es_MX	N	N	-12,345,678.900	-12345678.9	Y
14284	es_MX	N	Y	-12,345,678.900	-12,345,678.900	N
14285	es_MX	Y	Y	-$12,345,678.90	-12345678.9	Y
14286	es_MX	Y	Y	-$12345678.90	-12345678.9	Y
14287	es_MX	Y	Y	-MXN12,345,678.90	-12345678.9	Y
14288	es_MX	Y	Y	-MXN12345678.90	-12345678.9	Y
14289	es_MX	Y	Y	-MXN12345678.90S	-MXN12345678.90S	N
14290	es_MX	Y	Y	-12,345,678.90	-12,345,678.90	N
14291	es_MX	Y	N	-12,345,678.90	-12345678.9	Y
14292	es_MX	Y	Y	-$1.23456789E7	-$1.23456789E7	N
14293	es_MX	Y	N	-$1.23456789E7	-$1.23456789E7	N
14294	es_NI	Y	Y	C$0.00	0	Y
14295	es_NI	Y	Y	NIO0.00	0	Y
14296	es_NI	Y	Y	NIO0.00S	NIO0.00S	N
14297	es_NI	Y	Y	0.00	0.00	N
14298	es_NI	Y	N	0.00	0	Y
14299	es_NI	Y	Y	0E0	0E0	N
14300	es_NI	Y	N	0E0	0E0	N
14301	es_NI	Y	Y	C$0E0	C$0E0	N
14302	es_NI	Y	N	C$0E0	C$0E0	N
14303	es_NI	Y	Y	C$0.1	C$0.1	N
14304	es_NI	Y	N	C$0.1	C$0.1	N
14305	es_NI	N	N	C$0.1	0.1	Y
14306	es_NI	N	Y	C$0.1	0.1	Y
14307	es_NI	Y	Y	0.1	0.1	N
14308	es_NI	Y	N	0.1	0.1	N
14309	es_NI	N	N	0.1	0.1	Y
14310	es_NI	N	Y	0.1	0.1	N
14311	es_NI	Y	Y	C$0.100	C$0.100	N
14312	es_NI	Y	N	C$0.100	C$0.100	N
14313	es_NI	N	N	C$0.100	0.1	Y
14314	es_NI	N	Y	C$0.100	0.1	Y
14315	es_NI	Y	Y	0.100	0.100	N
14316	es_NI	Y	N	0.100	0.100	N
14317	es_NI	N	N	0.100	0.1	Y
14318	es_NI	N	Y	0.100	0.100	N
14319	es_NI	Y	Y	C$0.10	0.1	Y
14320	es_NI	Y	Y	NIO0.10	0.1	Y
14321	es_NI	Y	Y	NIO0.10S	NIO0.10S	N
14322	es_NI	Y	Y	0.10	0.10	N
14323	es_NI	Y	N	0.10	0.1	Y
14324	es_NI	Y	Y	1E-1	1E-1	N
14325	es_NI	Y	N	1E-1	1E-1	N
14326	es_NI	Y	Y	C$1E-1	C$1E-1	N
14327	es_NI	Y	N	C$1E-1	C$1E-1	N
14328	es_NI	Y	Y	C$0.0	C$0.0	N
14329	es_NI	Y	N	C$0.0	C$0.0	N
14330	es_NI	N	N	C$0.0	0	Y
14331	es_NI	N	Y	C$0.0	0	Y
14332	es_NI	Y	Y	0.0	0.0	N
14333	es_NI	Y	N	0.0	0.0	N
14334	es_NI	N	N	0.0	0	Y
14335	es_NI	N	Y	0.0	0.0	N
14336	es_NI	Y	Y	C$0.010	C$0.010	N
14337	es_NI	Y	N	C$0.010	C$0.010	N
14338	es_NI	N	N	C$0.010	0.01	Y
14339	es_NI	N	Y	C$0.010	0.01	Y
14340	es_NI	Y	Y	0.010	0.010	N
14341	es_NI	Y	N	0.010	0.010	N
14342	es_NI	N	N	0.010	0.01	Y
14343	es_NI	N	Y	0.010	0.010	N
14344	es_NI	Y	Y	C$0.01	0.01	Y
14345	es_NI	Y	Y	NIO0.01	0.01	Y
14346	es_NI	Y	Y	NIO0.01S	NIO0.01S	N
14347	es_NI	Y	Y	0.01	0.01	N
14348	es_NI	Y	N	0.01	0.01	Y
14349	es_NI	Y	Y	1E-2	1E-2	N
14350	es_NI	Y	N	1E-2	1E-2	N
14351	es_NI	Y	Y	C$1E-2	C$1E-2	N
14352	es_NI	Y	N	C$1E-2	C$1E-2	N
14353	es_NI	Y	Y	C$1,000.00	1000	Y
14354	es_NI	Y	Y	C$1000.00	1000	Y
14355	es_NI	Y	Y	NIO1,000.00	1000	Y
14356	es_NI	Y	Y	NIO1000.00	1000	Y
14357	es_NI	Y	Y	NIO1000.00S	NIO1000.00S	N
14358	es_NI	Y	Y	1,000.00	1,000.00	N
14359	es_NI	Y	N	1,000.00	1000	Y
14360	es_NI	Y	Y	1E3	1E3	N
14361	es_NI	Y	N	1E3	1E3	N
14362	es_NI	Y	Y	C$1E3	C$1E3	N
14363	es_NI	Y	N	C$1E3	C$1E3	N
14364	es_NI	Y	Y	C$1,234.6	C$1,234.6	N
14365	es_NI	Y	N	C$1,234.6	C$1,234.6	N
14366	es_NI	N	N	C$1,234.6	1234.6	Y
14367	es_NI	N	Y	C$1,234.6	1234.6	Y
14368	es_NI	Y	Y	1,234.6	1,234.6	N
14369	es_NI	Y	N	1,234.6	1,234.6	N
14370	es_NI	N	N	1,234.6	1234.6	Y
14371	es_NI	N	Y	1,234.6	1,234.6	N
14372	es_NI	Y	Y	C$1,234.610	C$1,234.610	N
14373	es_NI	Y	N	C$1,234.610	C$1,234.610	N
14374	es_NI	N	N	C$1,234.610	1234.61	Y
14375	es_NI	N	Y	C$1,234.610	1234.61	Y
14376	es_NI	Y	Y	1,234.610	1,234.610	N
14377	es_NI	Y	N	1,234.610	1,234.610	N
14378	es_NI	N	N	1,234.610	1234.61	Y
14379	es_NI	N	Y	1,234.610	1,234.610	N
14380	es_NI	Y	Y	C$1,234.61	1234.61	Y
14381	es_NI	Y	Y	C$1234.61	1234.61	Y
14382	es_NI	Y	Y	NIO1,234.61	1234.61	Y
14383	es_NI	Y	Y	NIO1234.61	1234.61	Y
14384	es_NI	Y	Y	NIO1234.61S	NIO1234.61S	N
14385	es_NI	Y	Y	1,234.61	1,234.61	N
14386	es_NI	Y	N	1,234.61	1234.61	Y
14387	es_NI	Y	Y	1.23461E3	1.23461E3	N
14388	es_NI	Y	N	1.23461E3	1.23461E3	N
14389	es_NI	Y	Y	C$1.23461E3	C$1.23461E3	N
14390	es_NI	Y	N	C$1.23461E3	C$1.23461E3	N
14391	es_NI	Y	Y	C$12,345,678.9	C$12,345,678.9	N
14392	es_NI	Y	N	C$12,345,678.9	C$12,345,678.9	N
14393	es_NI	N	N	C$12,345,678.9	12345678.9	Y
14394	es_NI	N	Y	C$12,345,678.9	12345678.9	Y
14395	es_NI	Y	Y	12,345,678.9	12,345,678.9	N
14396	es_NI	Y	N	12,345,678.9	12,345,678.9	N
14397	es_NI	N	N	12,345,678.9	12345678.9	Y
14398	es_NI	N	Y	12,345,678.9	12,345,678.9	N
14399	es_NI	Y	Y	C$12,345,678.900	C$12,345,678.900	N
14400	es_NI	Y	N	C$12,345,678.900	C$12,345,678.900	N
14401	es_NI	N	N	C$12,345,678.900	12345678.9	Y
14402	es_NI	N	Y	C$12,345,678.900	12345678.9	Y
14403	es_NI	Y	Y	12,345,678.900	12,345,678.900	N
14404	es_NI	Y	N	12,345,678.900	12,345,678.900	N
14405	es_NI	N	N	12,345,678.900	12345678.9	Y
14406	es_NI	N	Y	12,345,678.900	12,345,678.900	N
14407	es_NI	Y	Y	C$12,345,678.90	12345678.9	Y
14408	es_NI	Y	Y	C$12345678.90	12345678.9	Y
14409	es_NI	Y	Y	NIO12,345,678.90	12345678.9	Y
14410	es_NI	Y	Y	NIO12345678.90	12345678.9	Y
14411	es_NI	Y	Y	NIO12345678.90S	NIO12345678.90S	N
14412	es_NI	Y	Y	12,345,678.90	12,345,678.90	N
14413	es_NI	Y	N	12,345,678.90	12345678.9	Y
14414	es_NI	Y	Y	1.23456789E7	1.23456789E7	N
14415	es_NI	Y	N	1.23456789E7	1.23456789E7	N
14416	es_NI	Y	Y	C$1.23456789E7	C$1.23456789E7	N
14417	es_NI	Y	N	C$1.23456789E7	C$1.23456789E7	N
14418	es_NI	Y	Y	-C$0.1	-C$0.1	N
14419	es_NI	Y	N	-C$0.1	-C$0.1	N
14420	es_NI	N	N	-C$0.1	-0.1	Y
14421	es_NI	N	Y	-C$0.1	-0.1	Y
14422	es_NI	Y	Y	-0.1	-0.1	N
14423	es_NI	Y	N	-0.1	-0.1	N
14424	es_NI	N	N	-0.1	-0.1	Y
14425	es_NI	N	Y	-0.1	-0.1	N
14426	es_NI	Y	Y	-C$0.100	-C$0.100	N
14427	es_NI	Y	N	-C$0.100	-C$0.100	N
14428	es_NI	N	N	-C$0.100	-0.1	Y
14429	es_NI	N	Y	-C$0.100	-0.1	Y
14430	es_NI	Y	Y	-0.100	-0.100	N
14431	es_NI	Y	N	-0.100	-0.100	N
14432	es_NI	N	N	-0.100	-0.1	Y
14433	es_NI	N	Y	-0.100	-0.100	N
14434	es_NI	Y	Y	-C$0.10	-0.1	Y
14435	es_NI	Y	Y	-NIO0.10	-0.1	Y
14436	es_NI	Y	Y	-NIO0.10S	-NIO0.10S	N
14437	es_NI	Y	Y	-0.10	-0.10	N
14438	es_NI	Y	N	-0.10	-0.1	Y
14439	es_NI	Y	Y	-C$1E-1	-C$1E-1	N
14440	es_NI	Y	N	-C$1E-1	-C$1E-1	N
14441	es_NI	Y	Y	-C$0.0	-C$0.0	N
14442	es_NI	Y	N	-C$0.0	-C$0.0	N
14443	es_NI	N	N	-C$0.0	-0	Y
14444	es_NI	N	Y	-C$0.0	-0	Y
14445	es_NI	Y	Y	-0.0	-0.0	N
14446	es_NI	Y	N	-0.0	-0.0	N
14447	es_NI	N	N	-0.0	-0	Y
14448	es_NI	N	Y	-0.0	-0.0	N
14449	es_NI	Y	Y	-C$0.010	-C$0.010	N
14450	es_NI	Y	N	-C$0.010	-C$0.010	N
14451	es_NI	N	N	-C$0.010	-0.01	Y
14452	es_NI	N	Y	-C$0.010	-0.01	Y
14453	es_NI	Y	Y	-0.010	-0.010	N
14454	es_NI	Y	N	-0.010	-0.010	N
14455	es_NI	N	N	-0.010	-0.01	Y
14456	es_NI	N	Y	-0.010	-0.010	N
14457	es_NI	Y	Y	-C$0.01	-0.01	Y
14458	es_NI	Y	Y	-NIO0.01	-0.01	Y
14459	es_NI	Y	Y	-NIO0.01S	-NIO0.01S	N
14460	es_NI	Y	Y	-0.01	-0.01	N
14461	es_NI	Y	N	-0.01	-0.01	Y
14462	es_NI	Y	Y	-C$1E-2	-C$1E-2	N
14463	es_NI	Y	N	-C$1E-2	-C$1E-2	N
14464	es_NI	Y	Y	-C$1,000.00	-1000	Y
14465	es_NI	Y	Y	-C$1000.00	-1000	Y
14466	es_NI	Y	Y	-NIO1,000.00	-1000	Y
14467	es_NI	Y	Y	-NIO1000.00	-1000	Y
14468	es_NI	Y	Y	-NIO1000.00S	-NIO1000.00S	N
14469	es_NI	Y	Y	-1,000.00	-1,000.00	N
14470	es_NI	Y	N	-1,000.00	-1000	Y
14471	es_NI	Y	Y	-C$1E3	-C$1E3	N
14472	es_NI	Y	N	-C$1E3	-C$1E3	N
14473	es_NI	Y	Y	-C$1,234.6	-C$1,234.6	N
14474	es_NI	Y	N	-C$1,234.6	-C$1,234.6	N
14475	es_NI	N	N	-C$1,234.6	-1234.6	Y
14476	es_NI	N	Y	-C$1,234.6	-1234.6	Y
14477	es_NI	Y	Y	-1,234.6	-1,234.6	N
14478	es_NI	Y	N	-1,234.6	-1,234.6	N
14479	es_NI	N	N	-1,234.6	-1234.6	Y
14480	es_NI	N	Y	-1,234.6	-1,234.6	N
14481	es_NI	Y	Y	-C$1,234.610	-C$1,234.610	N
14482	es_NI	Y	N	-C$1,234.610	-C$1,234.610	N
14483	es_NI	N	N	-C$1,234.610	-1234.61	Y
14484	es_NI	N	Y	-C$1,234.610	-1234.61	Y
14485	es_NI	Y	Y	-1,234.610	-1,234.610	N
14486	es_NI	Y	N	-1,234.610	-1,234.610	N
14487	es_NI	N	N	-1,234.610	-1234.61	Y
14488	es_NI	N	Y	-1,234.610	-1,234.610	N
14489	es_NI	Y	Y	-C$1,234.61	-1234.61	Y
14490	es_NI	Y	Y	-C$1234.61	-1234.61	Y
14491	es_NI	Y	Y	-NIO1,234.61	-1234.61	Y
14492	es_NI	Y	Y	-NIO1234.61	-1234.61	Y
14493	es_NI	Y	Y	-NIO1234.61S	-NIO1234.61S	N
14494	es_NI	Y	Y	-1,234.61	-1,234.61	N
14495	es_NI	Y	N	-1,234.61	-1234.61	Y
14496	es_NI	Y	Y	-C$1.23461E3	-C$1.23461E3	N
14497	es_NI	Y	N	-C$1.23461E3	-C$1.23461E3	N
14498	es_NI	Y	Y	-C$12,345,678.9	-C$12,345,678.9	N
14499	es_NI	Y	N	-C$12,345,678.9	-C$12,345,678.9	N
14500	es_NI	N	N	-C$12,345,678.9	-12345678.9	Y
14501	es_NI	N	Y	-C$12,345,678.9	-12345678.9	Y
14502	es_NI	Y	Y	-12,345,678.9	-12,345,678.9	N
14503	es_NI	Y	N	-12,345,678.9	-12,345,678.9	N
14504	es_NI	N	N	-12,345,678.9	-12345678.9	Y
14505	es_NI	N	Y	-12,345,678.9	-12,345,678.9	N
14506	es_NI	Y	Y	-C$12,345,678.900	-C$12,345,678.900	N
14507	es_NI	Y	N	-C$12,345,678.900	-C$12,345,678.900	N
14508	es_NI	N	N	-C$12,345,678.900	-12345678.9	Y
14509	es_NI	N	Y	-C$12,345,678.900	-12345678.9	Y
14510	es_NI	Y	Y	-12,345,678.900	-12,345,678.900	N
14511	es_NI	Y	N	-12,345,678.900	-12,345,678.900	N
14512	es_NI	N	N	-12,345,678.900	-12345678.9	Y
14513	es_NI	N	Y	-12,345,678.900	-12,345,678.900	N
14514	es_NI	Y	Y	-C$12,345,678.90	-12345678.9	Y
14515	es_NI	Y	Y	-C$12345678.90	-12345678.9	Y
14516	es_NI	Y	Y	-NIO12,345,678.90	-12345678.9	Y
14517	es_NI	Y	Y	-NIO12345678.90	-12345678.9	Y
14518	es_NI	Y	Y	-NIO12345678.90S	-NIO12345678.90S	N
14519	es_NI	Y	Y	-12,345,678.90	-12,345,678.90	N
14520	es_NI	Y	N	-12,345,678.90	-12345678.9	Y
14521	es_NI	Y	Y	-C$1.23456789E7	-C$1.23456789E7	N
14522	es_NI	Y	N	-C$1.23456789E7	-C$1.23456789E7	N
14523	es_PA	Y	Y	B/.0.00	0	Y
14524	es_PA	Y	Y	PAB0.00	0	Y
14525	es_PA	Y	Y	PAB0.00S	PAB0.00S	N
14526	es_PA	Y	Y	0.00	0.00	N
14527	es_PA	Y	N	0.00	0	Y
14528	es_PA	Y	Y	0E0	0E0	N
14529	es_PA	Y	N	0E0	0E0	N
14530	es_PA	Y	Y	B/.0E0	B/.0E0	N
14531	es_PA	Y	N	B/.0E0	B/.0E0	N
14532	es_PA	Y	Y	B/.0.1	B/.0.1	N
14533	es_PA	Y	N	B/.0.1	B/.0.1	N
14534	es_PA	N	N	B/.0.1	0.1	Y
14535	es_PA	N	Y	B/.0.1	0.1	Y
14536	es_PA	Y	Y	0.1	0.1	N
14537	es_PA	Y	N	0.1	0.1	N
14538	es_PA	N	N	0.1	0.1	Y
14539	es_PA	N	Y	0.1	0.1	N
14540	es_PA	Y	Y	B/.0.100	B/.0.100	N
14541	es_PA	Y	N	B/.0.100	B/.0.100	N
14542	es_PA	N	N	B/.0.100	0.1	Y
14543	es_PA	N	Y	B/.0.100	0.1	Y
14544	es_PA	Y	Y	0.100	0.100	N
14545	es_PA	Y	N	0.100	0.100	N
14546	es_PA	N	N	0.100	0.1	Y
14547	es_PA	N	Y	0.100	0.100	N
14548	es_PA	Y	Y	B/.0.10	0.1	Y
14549	es_PA	Y	Y	PAB0.10	0.1	Y
14550	es_PA	Y	Y	PAB0.10S	PAB0.10S	N
14551	es_PA	Y	Y	0.10	0.10	N
14552	es_PA	Y	N	0.10	0.1	Y
14553	es_PA	Y	Y	1E-1	1E-1	N
14554	es_PA	Y	N	1E-1	1E-1	N
14555	es_PA	Y	Y	B/.1E-1	B/.1E-1	N
14556	es_PA	Y	N	B/.1E-1	B/.1E-1	N
14557	es_PA	Y	Y	B/.0.0	B/.0.0	N
14558	es_PA	Y	N	B/.0.0	B/.0.0	N
14559	es_PA	N	N	B/.0.0	0	Y
14560	es_PA	N	Y	B/.0.0	0	Y
14561	es_PA	Y	Y	0.0	0.0	N
14562	es_PA	Y	N	0.0	0.0	N
14563	es_PA	N	N	0.0	0	Y
14564	es_PA	N	Y	0.0	0.0	N
14565	es_PA	Y	Y	B/.0.010	B/.0.010	N
14566	es_PA	Y	N	B/.0.010	B/.0.010	N
14567	es_PA	N	N	B/.0.010	0.01	Y
14568	es_PA	N	Y	B/.0.010	0.01	Y
14569	es_PA	Y	Y	0.010	0.010	N
14570	es_PA	Y	N	0.010	0.010	N
14571	es_PA	N	N	0.010	0.01	Y
14572	es_PA	N	Y	0.010	0.010	N
14573	es_PA	Y	Y	B/.0.01	0.01	Y
14574	es_PA	Y	Y	PAB0.01	0.01	Y
14575	es_PA	Y	Y	PAB0.01S	PAB0.01S	N
14576	es_PA	Y	Y	0.01	0.01	N
14577	es_PA	Y	N	0.01	0.01	Y
14578	es_PA	Y	Y	1E-2	1E-2	N
14579	es_PA	Y	N	1E-2	1E-2	N
14580	es_PA	Y	Y	B/.1E-2	B/.1E-2	N
14581	es_PA	Y	N	B/.1E-2	B/.1E-2	N
14582	es_PA	Y	Y	B/.1,000.00	1000	Y
14583	es_PA	Y	Y	B/.1000.00	1000	Y
14584	es_PA	Y	Y	PAB1,000.00	1000	Y
14585	es_PA	Y	Y	PAB1000.00	1000	Y
14586	es_PA	Y	Y	PAB1000.00S	PAB1000.00S	N
14587	es_PA	Y	Y	1,000.00	1,000.00	N
14588	es_PA	Y	N	1,000.00	1000	Y
14589	es_PA	Y	Y	1E3	1E3	N
14590	es_PA	Y	N	1E3	1E3	N
14591	es_PA	Y	Y	B/.1E3	B/.1E3	N
14592	es_PA	Y	N	B/.1E3	B/.1E3	N
14593	es_PA	Y	Y	B/.1,234.6	B/.1,234.6	N
14594	es_PA	Y	N	B/.1,234.6	B/.1,234.6	N
14595	es_PA	N	N	B/.1,234.6	1234.6	Y
14596	es_PA	N	Y	B/.1,234.6	1234.6	Y
14597	es_PA	Y	Y	1,234.6	1,234.6	N
14598	es_PA	Y	N	1,234.6	1,234.6	N
14599	es_PA	N	N	1,234.6	1234.6	Y
14600	es_PA	N	Y	1,234.6	1,234.6	N
14601	es_PA	Y	Y	B/.1,234.610	B/.1,234.610	N
14602	es_PA	Y	N	B/.1,234.610	B/.1,234.610	N
14603	es_PA	N	N	B/.1,234.610	1234.61	Y
14604	es_PA	N	Y	B/.1,234.610	1234.61	Y
14605	es_PA	Y	Y	1,234.610	1,234.610	N
14606	es_PA	Y	N	1,234.610	1,234.610	N
14607	es_PA	N	N	1,234.610	1234.61	Y
14608	es_PA	N	Y	1,234.610	1,234.610	N
14609	es_PA	Y	Y	B/.1,234.61	1234.61	Y
14610	es_PA	Y	Y	B/.1234.61	1234.61	Y
14611	es_PA	Y	Y	PAB1,234.61	1234.61	Y
14612	es_PA	Y	Y	PAB1234.61	1234.61	Y
14613	es_PA	Y	Y	PAB1234.61S	PAB1234.61S	N
14614	es_PA	Y	Y	1,234.61	1,234.61	N
14615	es_PA	Y	N	1,234.61	1234.61	Y
14616	es_PA	Y	Y	1.23461E3	1.23461E3	N
14617	es_PA	Y	N	1.23461E3	1.23461E3	N
14618	es_PA	Y	Y	B/.1.23461E3	B/.1.23461E3	N
14619	es_PA	Y	N	B/.1.23461E3	B/.1.23461E3	N
14620	es_PA	Y	Y	B/.12,345,678.9	B/.12,345,678.9	N
14621	es_PA	Y	N	B/.12,345,678.9	B/.12,345,678.9	N
14622	es_PA	N	N	B/.12,345,678.9	12345678.9	Y
14623	es_PA	N	Y	B/.12,345,678.9	12345678.9	Y
14624	es_PA	Y	Y	12,345,678.9	12,345,678.9	N
14625	es_PA	Y	N	12,345,678.9	12,345,678.9	N
14626	es_PA	N	N	12,345,678.9	12345678.9	Y
14627	es_PA	N	Y	12,345,678.9	12,345,678.9	N
14628	es_PA	Y	Y	B/.12,345,678.900	B/.12,345,678.900	N
14629	es_PA	Y	N	B/.12,345,678.900	B/.12,345,678.900	N
14630	es_PA	N	N	B/.12,345,678.900	12345678.9	Y
14631	es_PA	N	Y	B/.12,345,678.900	12345678.9	Y
14632	es_PA	Y	Y	12,345,678.900	12,345,678.900	N
14633	es_PA	Y	N	12,345,678.900	12,345,678.900	N
14634	es_PA	N	N	12,345,678.900	12345678.9	Y
14635	es_PA	N	Y	12,345,678.900	12,345,678.900	N
14636	es_PA	Y	Y	B/.12,345,678.90	12345678.9	Y
14637	es_PA	Y	Y	B/.12345678.90	12345678.9	Y
14638	es_PA	Y	Y	PAB12,345,678.90	12345678.9	Y
14639	es_PA	Y	Y	PAB12345678.90	12345678.9	Y
14640	es_PA	Y	Y	PAB12345678.90S	PAB12345678.90S	N
14641	es_PA	Y	Y	12,345,678.90	12,345,678.90	N
14642	es_PA	Y	N	12,345,678.90	12345678.9	Y
14643	es_PA	Y	Y	1.23456789E7	1.23456789E7	N
14644	es_PA	Y	N	1.23456789E7	1.23456789E7	N
14645	es_PA	Y	Y	B/.1.23456789E7	B/.1.23456789E7	N
14646	es_PA	Y	N	B/.1.23456789E7	B/.1.23456789E7	N
14647	es_PA	Y	Y	-B/.0.1	-B/.0.1	N
14648	es_PA	Y	N	-B/.0.1	-B/.0.1	N
14649	es_PA	N	N	-B/.0.1	-0.1	Y
14650	es_PA	N	Y	-B/.0.1	-0.1	Y
14651	es_PA	Y	Y	-0.1	-0.1	N
14652	es_PA	Y	N	-0.1	-0.1	N
14653	es_PA	N	N	-0.1	-0.1	Y
14654	es_PA	N	Y	-0.1	-0.1	N
14655	es_PA	Y	Y	-B/.0.100	-B/.0.100	N
14656	es_PA	Y	N	-B/.0.100	-B/.0.100	N
14657	es_PA	N	N	-B/.0.100	-0.1	Y
14658	es_PA	N	Y	-B/.0.100	-0.1	Y
14659	es_PA	Y	Y	-0.100	-0.100	N
14660	es_PA	Y	N	-0.100	-0.100	N
14661	es_PA	N	N	-0.100	-0.1	Y
14662	es_PA	N	Y	-0.100	-0.100	N
14663	es_PA	Y	Y	-B/.0.10	-0.1	Y
14664	es_PA	Y	Y	-PAB0.10	-0.1	Y
14665	es_PA	Y	Y	-PAB0.10S	-PAB0.10S	N
14666	es_PA	Y	Y	-0.10	-0.10	N
14667	es_PA	Y	N	-0.10	-0.1	Y
14668	es_PA	Y	Y	-B/.1E-1	-B/.1E-1	N
14669	es_PA	Y	N	-B/.1E-1	-B/.1E-1	N
14670	es_PA	Y	Y	-B/.0.0	-B/.0.0	N
14671	es_PA	Y	N	-B/.0.0	-B/.0.0	N
14672	es_PA	N	N	-B/.0.0	-0	Y
14673	es_PA	N	Y	-B/.0.0	-0	Y
14674	es_PA	Y	Y	-0.0	-0.0	N
14675	es_PA	Y	N	-0.0	-0.0	N
14676	es_PA	N	N	-0.0	-0	Y
14677	es_PA	N	Y	-0.0	-0.0	N
14678	es_PA	Y	Y	-B/.0.010	-B/.0.010	N
14679	es_PA	Y	N	-B/.0.010	-B/.0.010	N
14680	es_PA	N	N	-B/.0.010	-0.01	Y
14681	es_PA	N	Y	-B/.0.010	-0.01	Y
14682	es_PA	Y	Y	-0.010	-0.010	N
14683	es_PA	Y	N	-0.010	-0.010	N
14684	es_PA	N	N	-0.010	-0.01	Y
14685	es_PA	N	Y	-0.010	-0.010	N
14686	es_PA	Y	Y	-B/.0.01	-0.01	Y
14687	es_PA	Y	Y	-PAB0.01	-0.01	Y
14688	es_PA	Y	Y	-PAB0.01S	-PAB0.01S	N
14689	es_PA	Y	Y	-0.01	-0.01	N
14690	es_PA	Y	N	-0.01	-0.01	Y
14691	es_PA	Y	Y	-B/.1E-2	-B/.1E-2	N
14692	es_PA	Y	N	-B/.1E-2	-B/.1E-2	N
14693	es_PA	Y	Y	-B/.1,000.00	-1000	Y
14694	es_PA	Y	Y	-B/.1000.00	-1000	Y
14695	es_PA	Y	Y	-PAB1,000.00	-1000	Y
14696	es_PA	Y	Y	-PAB1000.00	-1000	Y
14697	es_PA	Y	Y	-PAB1000.00S	-PAB1000.00S	N
14698	es_PA	Y	Y	-1,000.00	-1,000.00	N
14699	es_PA	Y	N	-1,000.00	-1000	Y
14700	es_PA	Y	Y	-B/.1E3	-B/.1E3	N
14701	es_PA	Y	N	-B/.1E3	-B/.1E3	N
14702	es_PA	Y	Y	-B/.1,234.6	-B/.1,234.6	N
14703	es_PA	Y	N	-B/.1,234.6	-B/.1,234.6	N
14704	es_PA	N	N	-B/.1,234.6	-1234.6	Y
14705	es_PA	N	Y	-B/.1,234.6	-1234.6	Y
14706	es_PA	Y	Y	-1,234.6	-1,234.6	N
14707	es_PA	Y	N	-1,234.6	-1,234.6	N
14708	es_PA	N	N	-1,234.6	-1234.6	Y
14709	es_PA	N	Y	-1,234.6	-1,234.6	N
14710	es_PA	Y	Y	-B/.1,234.610	-B/.1,234.610	N
14711	es_PA	Y	N	-B/.1,234.610	-B/.1,234.610	N
14712	es_PA	N	N	-B/.1,234.610	-1234.61	Y
14713	es_PA	N	Y	-B/.1,234.610	-1234.61	Y
14714	es_PA	Y	Y	-1,234.610	-1,234.610	N
14715	es_PA	Y	N	-1,234.610	-1,234.610	N
14716	es_PA	N	N	-1,234.610	-1234.61	Y
14717	es_PA	N	Y	-1,234.610	-1,234.610	N
14718	es_PA	Y	Y	-B/.1,234.61	-1234.61	Y
14719	es_PA	Y	Y	-B/.1234.61	-1234.61	Y
14720	es_PA	Y	Y	-PAB1,234.61	-1234.61	Y
14721	es_PA	Y	Y	-PAB1234.61	-1234.61	Y
14722	es_PA	Y	Y	-PAB1234.61S	-PAB1234.61S	N
14723	es_PA	Y	Y	-1,234.61	-1,234.61	N
